experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,y_label,end_time
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,10,120,LabwareRefill,2024-11-27 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-27 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,11,120,LabwareRefill,2024-11-28 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-28 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,12,120,LabwareRefill,2024-11-29 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-29 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,13,120,LabwareRefill,2024-11-30 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-30 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,14,120,LabwareRefill,2024-12-01 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-01 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,15,120,LabwareRefill,2024-12-02 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-02 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,16,120,LabwareRefill,2024-12-03 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-03 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,17,120,LabwareRefill,2024-12-04 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-04 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,18,120,LabwareRefill,2024-12-05 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-05 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,19,120,LabwareRefill,2024-12-06 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-06 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,20,120,LabwareRefill,2024-12-07 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-07 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,21,120,LabwareRefill,2024-12-08 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-08 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,22,120,LabwareRefill,2024-12-09 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-09 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,23,120,LabwareRefill,2024-12-10 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-10 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,24,120,LabwareRefill,2024-12-11 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-11 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,25,120,LabwareRefill,2024-12-12 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-12 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,26,120,LabwareRefill,2024-12-13 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-13 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,27,120,LabwareRefill,2024-12-14 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-14 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,28,120,LabwareRefill,2024-12-15 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-15 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,29,120,LabwareRefill,2024-12-16 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-16 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,30,120,LabwareRefill,2024-12-17 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-17 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,31,120,LabwareRefill,2024-12-18 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-18 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,32,120,LabwareRefill,2024-12-19 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-19 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,33,120,LabwareRefill,2024-12-20 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-20 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,34,120,LabwareRefill,2024-12-21 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-21 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,35,120,LabwareRefill,2024-12-22 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-22 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,36,120,LabwareRefill,2024-12-23 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-23 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,37,120,LabwareRefill,2024-12-24 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-24 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,38,120,LabwareRefill,2024-12-25 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-25 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,39,120,LabwareRefill,2024-12-26 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-12-26 18:00:00+00:00
