experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,y_label,end_time
IPSExperiment,iPS_Experiment_4,5,2,80,iPSPassage,2024-11-15 06:50:00+00:00,IPSExperiment: iPS_Experiment_4,2024-11-15 08:10:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,2,120,LabwareRefill,2024-11-15 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-15 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,3,120,LabwareRefill,2024-11-16 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-16 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,4,120,LabwareRefill,2024-11-17 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-17 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,5,120,LabwareRefill,2024-11-18 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-18 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,6,120,LabwareRefill,2024-11-19 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-19 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,7,120,LabwareRefill,2024-11-20 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-20 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,8,120,LabwareRefill,2024-11-21 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-21 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,9,120,LabwareRefill,2024-11-22 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-22 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,10,120,LabwareRefill,2024-11-23 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-23 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,11,120,LabwareRefill,2024-11-24 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-24 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,12,120,LabwareRefill,2024-11-25 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-25 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,13,120,LabwareRefill,2024-11-26 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-26 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,14,120,LabwareRefill,2024-11-27 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-27 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,15,120,LabwareRefill,2024-11-28 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-28 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,16,120,LabwareRefill,2024-11-29 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-29 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,17,120,LabwareRefill,2024-11-30 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-11-30 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,18,120,LabwareRefill,2024-12-01 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-12-01 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,19,120,LabwareRefill,2024-12-02 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-12-02 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,20,120,LabwareRefill,2024-12-03 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-12-03 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,21,120,LabwareRefill,2024-12-04 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-12-04 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,22,120,LabwareRefill,2024-12-05 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-12-05 18:00:00+00:00
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,23,120,LabwareRefill,2024-12-06 16:00:00+00:00,LabwareRefillExperiment: 129bc253-739b-4d1e-a3d8-e3218b59fafe,2024-12-06 18:00:00+00:00
